駅名,運営会社,路線名,鉄道区分,事業者種別,重複コード2019,データ有無コード2019,備考2019,乗降客数2019
吉野,九州旅客鉄道,鹿児島線,11,2,1,1,,1000
大野下,九州旅客鉄道,鹿児島線,11,2,1,1,,712
新八代,九州旅客鉄道,鹿児島線,11,2,1,1,,4140
千丁,九州旅客鉄道,鹿児島線,11,2,1,1,,550
玉名,九州旅客鉄道,鹿児島線,11,2,1,1,,5094
銀水,九州旅客鉄道,鹿児島線,11,2,1,1,,1244
西里,九州旅客鉄道,鹿児島線,11,2,1,1,,1842
大牟田,九州旅客鉄道,鹿児島線,11,2,1,1,,5322
八代,九州旅客鉄道,鹿児島線,11,2,1,1,,3952
川内,九州旅客鉄道,鹿児島線,11,2,1,1,,5654
鹿児島中央,九州旅客鉄道,鹿児島線,11,2,1,1,,40542
鹿児島中央,九州旅客鉄道,鹿児島線,11,2,2,1,,0
鹿児島,九州旅客鉄道,鹿児島線,11,2,2,1,,0
東市来,九州旅客鉄道,鹿児島線,11,2,1,1,,682
市来,九州旅客鉄道,鹿児島線,11,2,1,1,,668
木場茶屋,九州旅客鉄道,鹿児島線,11,2,1,3,,0
串木野,九州旅客鉄道,鹿児島線,11,2,1,1,,1686
薩摩松元,九州旅客鉄道,鹿児島線,11,2,1,1,,1156
湯之元,九州旅客鉄道,鹿児島線,11,2,1,1,,718
上伊集院,九州旅客鉄道,鹿児島線,11,2,1,1,,3472
伊集院,九州旅客鉄道,鹿児島線,11,2,1,1,,4942
隈之城,九州旅客鉄道,鹿児島線,11,2,1,1,,748
原町,九州旅客鉄道,篠栗線,11,2,1,1,,3036
篠栗,九州旅客鉄道,篠栗線,11,2,1,1,,9948
筑前山手,九州旅客鉄道,篠栗線,11,2,1,3,,0
九郎原,九州旅客鉄道,篠栗線,11,2,1,3,,0
長者原,九州旅客鉄道,篠栗線,11,2,1,1,,8136
筑前大分,九州旅客鉄道,篠栗線,11,2,1,1,,1354
柚須,九州旅客鉄道,篠栗線,11,2,1,1,,8444
城戸南蔵院前,九州旅客鉄道,篠栗線,11,2,1,1,,606
門松,九州旅客鉄道,篠栗線,11,2,1,1,,2764
吉塚,九州旅客鉄道,篠栗線,11,2,2,1,,0
桂川,九州旅客鉄道,篠栗線,11,2,2,1,,0
早岐,九州旅客鉄道,大村線,11,2,1,1,,3370
川棚,九州旅客鉄道,大村線,11,2,1,1,,1754
彼杵,九州旅客鉄道,大村線,11,2,1,1,,610
南風崎,九州旅客鉄道,大村線,11,2,1,3,,0
岩松,九州旅客鉄道,大村線,11,2,1,3,,0
小串郷,九州旅客鉄道,大村線,11,2,1,3,,0
諏訪,九州旅客鉄道,大村線,11,2,1,3,,0
千綿,九州旅客鉄道,大村線,11,2,1,3,,0
大村,九州旅客鉄道,大村線,11,2,1,1,,4712
ハウステンボス,九州旅客鉄道,大村線,11,2,1,1,,2762
松原,九州旅客鉄道,大村線,11,2,1,3,,0
竹松,九州旅客鉄道,大村線,11,2,1,1,,2366
諫早,九州旅客鉄道,大村線,11,2,2,1,,0
九大学研都市,九州旅客鉄道,筑肥線,11,2,1,1,,19320
波多江,九州旅客鉄道,筑肥線,11,2,1,1,,5042
今宿,九州旅客鉄道,筑肥線,11,2,1,1,,10872
周船寺,九州旅客鉄道,筑肥線,11,2,1,1,,10180
下山門,九州旅客鉄道,筑肥線,11,2,1,1,,5792
姪浜,九州旅客鉄道,筑肥線,11,2,1,1,,0
福吉,九州旅客鉄道,筑肥線,11,2,1,1,,850
美咲が丘,九州旅客鉄道,筑肥線,11,2,1,1,,2062
上伊万里,九州旅客鉄道,筑肥線,11,2,1,3,,0
和多田,九州旅客鉄道,筑肥線,11,2,1,1,,776
佐里,九州旅客鉄道,筑肥線,11,2,1,3,,0
虹ノ松原,九州旅客鉄道,筑肥線,11,2,1,3,,0
桃川,九州旅客鉄道,筑肥線,11,2,1,3,,0
唐津,九州旅客鉄道,筑肥線,11,2,1,1,,4518
鹿家,九州旅客鉄道,筑肥線,11,2,1,3,,0
東唐津,九州旅客鉄道,筑肥線,11,2,1,1,,1700
加布里,九州旅客鉄道,筑肥線,11,2,1,1,,1328
大入,九州旅客鉄道,筑肥線,11,2,1,3,,0
駒鳴,九州旅客鉄道,筑肥線,11,2,1,3,,0
西相知,九州旅客鉄道,筑肥線,11,2,1,3,,0
大川野,九州旅客鉄道,筑肥線,11,2,1,3,,0
筑前前原,九州旅客鉄道,筑肥線,11,2,1,1,,14188
一貴山,九州旅客鉄道,筑肥線,11,2,1,1,,920
肥前久保,九州旅客鉄道,筑肥線,11,2,1,3,,0
肥前長野,九州旅客鉄道,筑肥線,11,2,1,3,,0
金石原,九州旅客鉄道,筑肥線,11,2,1,3,,0
浜崎,九州旅客鉄道,筑肥線,11,2,1,1,,1224
筑前深江,九州旅客鉄道,筑肥線,11,2,1,1,,1764
山本,九州旅客鉄道,筑肥線,11,2,1,1,,608
伊万里,九州旅客鉄道,筑肥線,11,2,1,3,,0
折尾,九州旅客鉄道,筑豊線,11,2,2,1,,0
筑前垣生,九州旅客鉄道,筑豊線,11,2,1,1,,784
若松,九州旅客鉄道,筑豊線,11,2,1,1,,2292
本城,九州旅客鉄道,筑豊線,11,2,1,1,,2242
藤ノ木,九州旅客鉄道,筑豊線,11,2,1,3,,0
中間,九州旅客鉄道,筑豊線,11,2,1,1,,3280
奥洞海,九州旅客鉄道,筑豊線,11,2,1,1,,670
東水巻,九州旅客鉄道,筑豊線,11,2,1,1,,814
東水巻,九州旅客鉄道,筑豊線,11,2,2,1,,0
鞍手,九州旅客鉄道,筑豊線,11,2,1,1,,1352
二島,九州旅客鉄道,筑豊線,11,2,1,1,,2562
飯塚,九州旅客鉄道,筑豊線,11,2,1,1,,2252
勝野,九州旅客鉄道,筑豊線,11,2,1,3,,0
鯰田,九州旅客鉄道,筑豊線,11,2,1,1,,722
新飯塚,九州旅客鉄道,筑豊線,11,2,1,1,,8986
浦田,九州旅客鉄道,筑豊線,11,2,1,3,,0
直方,九州旅客鉄道,筑豊線,11,2,1,1,,6704
新入,九州旅客鉄道,筑豊線,11,2,1,1,,740
筑前植木,九州旅客鉄道,筑豊線,11,2,1,1,,1092
小竹,九州旅客鉄道,筑豊線,11,2,1,1,,1382
筑前内野,九州旅客鉄道,筑豊線,11,2,1,3,,0
上穂波,九州旅客鉄道,筑豊線,11,2,1,3,,0
桂川,九州旅客鉄道,筑豊線,11,2,1,1,,3720
筑前山家,九州旅客鉄道,筑豊線,11,2,1,3,,0
天道,九州旅客鉄道,筑豊線,11,2,1,1,,1130
原田,九州旅客鉄道,筑豊線,11,2,1,1,,7734
吉野ヶ里公園,九州旅客鉄道,長崎線,11,2,1,1,,2594
鳥栖,九州旅客鉄道,長崎線,11,2,2,1,,0
肥前麓,九州旅客鉄道,長崎線,11,2,1,1,,1094
中原,九州旅客鉄道,長崎線,11,2,1,1,,2110
伊賀屋,九州旅客鉄道,長崎線,11,2,1,3,,0
神埼,九州旅客鉄道,長崎線,11,2,1,1,,3288
久保田,九州旅客鉄道,長崎線,11,2,1,1,,1274
佐賀,九州旅客鉄道,長崎線,11,2,1,1,,24696
鍋島,九州旅客鉄道,長崎線,11,2,1,1,,1130
牛津,九州旅客鉄道,長崎線,11,2,1,1,,1514
肥前竜王,九州旅客鉄道,長崎線,11,2,1,3,,0
肥前白石,九州旅客鉄道,長崎線,11,2,1,1,,1396
肥前山口,九州旅客鉄道,長崎線,11,2,1,1,,2326
長崎,九州旅客鉄道,長崎線,11,2,1,1,,19398
肥前七浦,九州旅客鉄道,長崎線,11,2,1,3,,0
肥前長田,九州旅客鉄道,長崎線,11,2,1,3,,0
小長井,九州旅客鉄道,長崎線,11,2,1,3,,0
肥前古賀,九州旅客鉄道,長崎線,11,2,1,1,,690
大草,九州旅客鉄道,長崎線,11,2,1,3,,0
高田,九州旅客鉄道,長崎線,11,2,1,1,,1076
西浦上,九州旅客鉄道,長崎線,11,2,1,1,,1812
西諫早,九州旅客鉄道,長崎線,11,2,1,1,,2208
長与,九州旅客鉄道,長崎線,11,2,1,1,,3834
東諫早,九州旅客鉄道,長崎線,11,2,1,3,,0
喜々津,九州旅客鉄道,長崎線,11,2,1,1,,3560
道ノ尾,九州旅客鉄道,長崎線,11,2,1,1,,2264
多良,九州旅客鉄道,長崎線,11,2,1,3,,0
東園,九州旅客鉄道,長崎線,11,2,1,3,,0
肥前飯田,九州旅客鉄道,長崎線,11,2,1,3,,0
湯江,九州旅客鉄道,長崎線,11,2,1,3,,0
長里,九州旅客鉄道,長崎線,11,2,1,3,,0
肥前浜,九州旅客鉄道,長崎線,11,2,1,3,,0
肥前鹿島,九州旅客鉄道,長崎線,11,2,1,1,,2326
小江,九州旅客鉄道,長崎線,11,2,1,3,,0
本川内,九州旅客鉄道,長崎線,11,2,1,3,,0
肥前大浦,九州旅客鉄道,長崎線,11,2,1,3,,0
浦上,九州旅客鉄道,長崎線,11,2,1,1,,5180
市布,九州旅客鉄道,長崎線,11,2,1,3,,0
現川,九州旅客鉄道,長崎線,11,2,1,1,,1436
諫早,九州旅客鉄道,長崎線,11,2,1,1,,10268
久保田,九州旅客鉄道,唐津線,11,2,2,1,,0
鬼塚,九州旅客鉄道,唐津線,11,2,1,3,,0
相知,九州旅客鉄道,唐津線,11,2,1,3,,0
山本,九州旅客鉄道,唐津線,11,2,2,1,,0
岩屋,九州旅客鉄道,唐津線,11,2,1,3,,0
多久,九州旅客鉄道,唐津線,11,2,1,1,,676
小城,九州旅客鉄道,唐津線,11,2,1,1,,2100
中多久,九州旅客鉄道,唐津線,11,2,1,1,,802
厳木,九州旅客鉄道,唐津線,11,2,1,3,,0
西唐津,九州旅客鉄道,唐津線,11,2,1,1,,1006
東多久,九州旅客鉄道,唐津線,11,2,1,3,,0
唐津,九州旅客鉄道,唐津線,11,2,2,1,,0
本牟田部,九州旅客鉄道,唐津線,11,2,1,3,,0
城野,九州旅客鉄道,日田彦山線,11,2,2,1,,0
志井,九州旅客鉄道,日田彦山線,11,2,1,3,,0
志井公園,九州旅客鉄道,日田彦山線,11,2,1,1,,1720
石田,九州旅客鉄道,日田彦山線,11,2,1,1,,820
宝珠山,九州旅客鉄道,日田彦山線,11,2,1,3,,0
夜明,九州旅客鉄道,日田彦山線,11,2,1,3,九州旅客鉄道、日田彦山線を含む,0
採銅所,九州旅客鉄道,日田彦山線,11,2,1,3,,0
池尻,九州旅客鉄道,日田彦山線,11,2,1,3,,0
大鶴,九州旅客鉄道,日田彦山線,11,2,1,3,,0
田川後藤寺,九州旅客鉄道,日田彦山線,11,2,1,1,,1652
西添田,九州旅客鉄道,日田彦山線,11,2,1,3,,0
添田,九州旅客鉄道,日田彦山線,11,2,1,3,,0
呼野,九州旅客鉄道,日田彦山線,11,2,1,3,,0
一本松,九州旅客鉄道,日田彦山線,11,2,1,1,,634
豊前川崎,九州旅客鉄道,日田彦山線,11,2,1,3,,0
香春,九州旅客鉄道,日田彦山線,11,2,1,3,,0
今山,九州旅客鉄道,日田彦山線,11,2,1,3,,0
石原町,九州旅客鉄道,日田彦山線,11,2,1,3,,0
豊前桝田,九州旅客鉄道,日田彦山線,11,2,1,3,,0
筑前岩屋,九州旅客鉄道,日田彦山線,11,2,1,3,,0
彦山,九州旅客鉄道,日田彦山線,11,2,1,3,,0
大行司,九州旅客鉄道,日田彦山線,11,2,1,3,,0
田川伊田,九州旅客鉄道,日田彦山線,11,2,1,1,,1284
南宮崎,九州旅客鉄道,日南線,11,2,2,1,,0
日向北方,九州旅客鉄道,日南線,11,2,1,3,,0
田吉,九州旅客鉄道,日南線,11,2,1,3,,0
福島今町,九州旅客鉄道,日南線,11,2,1,3,,0
伊比井,九州旅客鉄道,日南線,11,2,1,3,,0
大堂津,九州旅客鉄道,日南線,11,2,1,3,,0
北郷,九州旅客鉄道,日南線,11,2,1,3,,0
内之田,九州旅客鉄道,日南線,11,2,1,3,,0
子供の国,九州旅客鉄道,日南線,11,2,1,3,,0
谷之口,九州旅客鉄道,日南線,11,2,1,3,,0
小内海,九州旅客鉄道,日南線,11,2,1,3,,0
南方,九州旅客鉄道,日南線,11,2,1,3,,0
青島,九州旅客鉄道,日南線,11,2,1,3,,0
大隅夏井,九州旅客鉄道,日南線,11,2,1,3,,0
油津,九州旅客鉄道,日南線,11,2,1,3,,0
折生迫,九州旅客鉄道,日南線,11,2,1,3,,0
木花,九州旅客鉄道,日南線,11,2,1,1,,732
南郷,九州旅客鉄道,日南線,11,2,1,3,,0
榎原,九州旅客鉄道,日南線,11,2,1,3,,0
曽山寺,九州旅客鉄道,日南線,11,2,1,3,,0
飫肥,九州旅客鉄道,日南線,11,2,1,1,,744
日向大束,九州旅客鉄道,日南線,11,2,1,3,,0
日南,九州旅客鉄道,日南線,11,2,1,3,,0
串間,九州旅客鉄道,日南線,11,2,1,3,,0
内海,九州旅客鉄道,日南線,11,2,1,3,,0
運動公園,九州旅客鉄道,日南線,11,2,1,3,,0
志布志,九州旅客鉄道,日南線,11,2,1,3,,0
福島高松,九州旅客鉄道,日南線,11,2,1,3,,0
坂ノ市,九州旅客鉄道,日豊線,11,2,1,1,,2440
臼杵,九州旅客鉄道,日豊線,11,2,1,1,,1348
大在,九州旅客鉄道,日豊線,11,2,1,1,,4400
佐志生,九州旅客鉄道,日豊線,11,2,1,3,,0
熊崎,九州旅客鉄道,日豊線,11,2,1,1,,724
幸崎,九州旅客鉄道,日豊線,11,2,1,1,,610
下ノ江,九州旅客鉄道,日豊線,11,2,1,3,,0
下曽根,九州旅客鉄道,日豊線,11,2,1,1,,13502
小倉,九州旅客鉄道,日豊線,11,2,2,1,,0
西小倉,九州旅客鉄道,日豊線,11,2,2,1,,0
南小倉,九州旅客鉄道,日豊線,11,2,1,1,,10038
朽網,九州旅客鉄道,日豊線,11,2,1,1,,4552
安部山公園,九州旅客鉄道,日豊線,11,2,1,1,,4708
城野,九州旅客鉄道,日豊線,11,2,1,1,,8994
暘谷,九州旅客鉄道,日豊線,11,2,1,1,,1732
高城,九州旅客鉄道,日豊線,11,2,1,1,,3436
東中津,九州旅客鉄道,日豊線,11,2,1,3,,0
宇島,九州旅客鉄道,日豊線,11,2,1,1,,3290
豊前松江,九州旅客鉄道,日豊線,11,2,1,3,,0
新田原,九州旅客鉄道,日豊線,11,2,1,1,,1748
大神,九州旅客鉄道,日豊線,11,2,1,1,,862
西屋敷,九州旅客鉄道,日豊線,11,2,1,3,,0
苅田,九州旅客鉄道,日豊線,11,2,1,1,,4690
築城,九州旅客鉄道,日豊線,11,2,1,1,,1484
日出,九州旅客鉄道,日豊線,11,2,1,1,,1016
牧,九州旅客鉄道,日豊線,11,2,1,1,,1456
豊前善光寺,九州旅客鉄道,日豊線,11,2,1,3,,0
天津,九州旅客鉄道,日豊線,11,2,1,3,,0
中津,九州旅客鉄道,日豊線,11,2,1,1,,5918
別府,九州旅客鉄道,日豊線,11,2,1,1,,11954
椎田,九州旅客鉄道,日豊線,11,2,1,1,,1652
西大分,九州旅客鉄道,日豊線,11,2,1,1,,958
南行橋,九州旅客鉄道,日豊線,11,2,1,1,,2634
三毛門,九州旅客鉄道,日豊線,11,2,1,3,,0
豊前長洲,九州旅客鉄道,日豊線,11,2,1,3,,0
亀川,九州旅客鉄道,日豊線,11,2,1,1,,3142
別府大学,九州旅客鉄道,日豊線,11,2,1,1,,3864
杵築,九州旅客鉄道,日豊線,11,2,1,1,,1630
吉富,九州旅客鉄道,日豊線,11,2,1,1,,708
立石,九州旅客鉄道,日豊線,11,2,1,3,,0
小波瀬西工大前,九州旅客鉄道,日豊線,11,2,1,1,,3786
立石,九州旅客鉄道,日豊線,11,2,2,3,,0
東別府,九州旅客鉄道,日豊線,11,2,1,3,,0
中山香,九州旅客鉄道,日豊線,11,2,1,3,,0
豊後豊岡,九州旅客鉄道,日豊線,11,2,1,1,,746
宇佐,九州旅客鉄道,日豊線,11,2,1,1,,854
行橋,九州旅客鉄道,日豊線,11,2,1,1,,12342
鶴崎,九州旅客鉄道,日豊線,11,2,1,1,,3842
今津,九州旅客鉄道,日豊線,11,2,1,3,,0
柳ヶ浦,九州旅客鉄道,日豊線,11,2,1,1,,1212
大分,九州旅客鉄道,日豊線,11,2,2,1,,0
大分,九州旅客鉄道,日豊線,11,2,1,1,,37318
高鍋,九州旅客鉄道,日豊線,11,2,1,1,,1576
日向新富,九州旅客鉄道,日豊線,11,2,1,3,,0
美々津,九州旅客鉄道,日豊線,11,2,1,3,,0
市棚,九州旅客鉄道,日豊線,11,2,1,3,,0
上岡,九州旅客鉄道,日豊線,11,2,1,3,,0
狩生,九州旅客鉄道,日豊線,11,2,1,3,,0
宗太郎,九州旅客鉄道,日豊線,11,2,1,3,,0
北延岡,九州旅客鉄道,日豊線,11,2,1,3,,0
財光寺,九州旅客鉄道,日豊線,11,2,1,3,,0
佐土原,九州旅客鉄道,日豊線,11,2,1,1,,2260
東都農,九州旅客鉄道,日豊線,11,2,1,3,,0
宮崎神宮,九州旅客鉄道,日豊線,11,2,1,1,,1058
門川,九州旅客鉄道,日豊線,11,2,1,1,,790
宮崎,九州旅客鉄道,日豊線,11,2,1,1,,9914
南日向,九州旅客鉄道,日豊線,11,2,1,3,,0
直川,九州旅客鉄道,日豊線,11,2,1,3,,0
重岡,九州旅客鉄道,日豊線,11,2,1,3,,0
旭ヶ丘,九州旅客鉄道,日豊線,11,2,1,3,,0
津久見,九州旅客鉄道,日豊線,11,2,1,1,,1638
日代,九州旅客鉄道,日豊線,11,2,1,3,,0
日向住吉,九州旅客鉄道,日豊線,11,2,1,1,,1772
日向長井,九州旅客鉄道,日豊線,11,2,1,3,,0
海崎,九州旅客鉄道,日豊線,11,2,1,3,,0
佐伯,九州旅客鉄道,日豊線,11,2,1,1,,1454
都農,九州旅客鉄道,日豊線,11,2,1,1,,688
浅海井,九州旅客鉄道,日豊線,11,2,1,3,,0
南延岡,九州旅客鉄道,日豊線,11,2,1,1,,1664
蓮ヶ池,九州旅客鉄道,日豊線,11,2,1,3,,0
上臼杵,九州旅客鉄道,日豊線,11,2,1,1,,742
川南,九州旅客鉄道,日豊線,11,2,1,3,,0
土々呂,九州旅客鉄道,日豊線,11,2,1,3,,0
直見,九州旅客鉄道,日豊線,11,2,1,3,,0
北川,九州旅客鉄道,日豊線,11,2,1,3,,0
延岡,九州旅客鉄道,日豊線,11,2,1,1,,2354
南宮崎,九州旅客鉄道,日豊線,11,2,1,1,,3740
日向市,九州旅客鉄道,日豊線,11,2,1,1,,2658
国分,九州旅客鉄道,日豊線,11,2,1,1,,5994
北永野田,九州旅客鉄道,日豊線,11,2,1,3,,0
財部,九州旅客鉄道,日豊線,11,2,1,3,,0
姶良,九州旅客鉄道,日豊線,11,2,1,1,,2006
餅原,九州旅客鉄道,日豊線,11,2,1,3,,0
重富,九州旅客鉄道,日豊線,11,2,1,1,,986
五十市,九州旅客鉄道,日豊線,11,2,1,3,,0
清武,九州旅客鉄道,日豊線,11,2,1,1,,1240
北俣,九州旅客鉄道,日豊線,11,2,1,3,,0
加治木,九州旅客鉄道,日豊線,11,2,1,1,,3600
霧島神宮,九州旅客鉄道,日豊線,11,2,1,3,,0
青井岳,九州旅客鉄道,日豊線,11,2,1,3,,0
西都城,九州旅客鉄道,日豊線,11,2,1,1,,832
田野,九州旅客鉄道,日豊線,11,2,1,1,,986
隼人,九州旅客鉄道,日豊線,11,2,1,1,,3280
都城,九州旅客鉄道,日豊線,11,2,1,1,,2172
加納,九州旅客鉄道,日豊線,11,2,1,3,,0
山之口,九州旅客鉄道,日豊線,11,2,1,3,,0
大隅大川原,九州旅客鉄道,日豊線,11,2,1,3,,0
竜ヶ水,九州旅客鉄道,日豊線,11,2,1,3,,0
錦江,九州旅客鉄道,日豊線,11,2,1,1,,1004
三股,九州旅客鉄道,日豊線,11,2,1,3,,0
帖佐,九州旅客鉄道,日豊線,11,2,1,1,,3244
日向沓掛,九州旅客鉄道,日豊線,11,2,1,3,,0
鹿児島,九州旅客鉄道,日豊線,11,2,1,1,,3200
植村,九州旅客鉄道,肥薩線,11,2,1,3,,0
吉尾,九州旅客鉄道,肥薩線,11,2,1,3,,0
球泉洞,九州旅客鉄道,肥薩線,11,2,1,3,,0
吉松,九州旅客鉄道,肥薩線,11,2,2,3,,0
葉木,九州旅客鉄道,肥薩線,11,2,1,3,,0
真幸,九州旅客鉄道,肥薩線,11,2,1,3,,0
海路,九州旅客鉄道,肥薩線,11,2,1,3,,0
白石,九州旅客鉄道,肥薩線,11,2,1,3,,0
人吉,九州旅客鉄道,肥薩線,11,2,1,3,,0
大隅横川,九州旅客鉄道,肥薩線,11,2,1,3,,0
大畑,九州旅客鉄道,肥薩線,11,2,1,3,,0
段,九州旅客鉄道,肥薩線,11,2,1,3,,0
矢岳,九州旅客鉄道,肥薩線,11,2,1,3,,0
坂本,九州旅客鉄道,肥薩線,11,2,1,3,,0
栗野,九州旅客鉄道,肥薩線,11,2,1,3,,0
瀬戸石,九州旅客鉄道,肥薩線,11,2,1,3,,0
鎌瀬,九州旅客鉄道,肥薩線,11,2,1,3,,0
西人吉,九州旅客鉄道,肥薩線,11,2,1,3,,0
那良口,九州旅客鉄道,肥薩線,11,2,1,3,,0
渡,九州旅客鉄道,肥薩線,11,2,1,3,,0
一勝地,九州旅客鉄道,肥薩線,11,2,1,3,,0
八代,九州旅客鉄道,肥薩線,11,2,2,1,,0
隼人,九州旅客鉄道,肥薩線,11,2,2,1,,0
中福良,九州旅客鉄道,肥薩線,11,2,1,3,,0
霧島温泉,九州旅客鉄道,肥薩線,11,2,1,3,,0
表木山,九州旅客鉄道,肥薩線,11,2,1,3,,0
嘉例川,九州旅客鉄道,肥薩線,11,2,1,3,,0
日当山,九州旅客鉄道,肥薩線,11,2,1,3,,0
敷戸,九州旅客鉄道,豊肥線,11,2,1,1,,2132
中判田,九州旅客鉄道,豊肥線,11,2,1,1,,1682
竹中,九州旅客鉄道,豊肥線,11,2,1,3,,0
大分大学前,九州旅客鉄道,豊肥線,11,2,1,1,,3276
滝尾,九州旅客鉄道,豊肥線,11,2,1,1,,750
大分,九州旅客鉄道,豊肥線,11,2,2,1,,0
大分,九州旅客鉄道,豊肥線,11,2,2,1,,0
犬飼,九州旅客鉄道,豊肥線,11,2,1,3,,0
赤水,九州旅客鉄道,豊肥線,11,2,1,3,,0
豊後荻,九州旅客鉄道,豊肥線,11,2,1,3,,0
阿蘇,九州旅客鉄道,豊肥線,11,2,1,3,,0
市ノ川,九州旅客鉄道,豊肥線,11,2,1,3,,0
いこいの村,九州旅客鉄道,豊肥線,11,2,1,3,,0
滝水,九州旅客鉄道,豊肥線,11,2,1,3,,0
内牧,九州旅客鉄道,豊肥線,11,2,1,3,,0
瀬田,九州旅客鉄道,豊肥線,11,2,1,3,,0
宮地,九州旅客鉄道,豊肥線,11,2,1,3,,0
玉来,九州旅客鉄道,豊肥線,11,2,1,3,,0
立野,九州旅客鉄道,豊肥線,11,2,1,3,,0
三重町,九州旅客鉄道,豊肥線,11,2,1,1,,1683
波野,九州旅客鉄道,豊肥線,11,2,1,3,,0
肥後大津,九州旅客鉄道,豊肥線,11,2,1,1,,5326
豊後竹田,九州旅客鉄道,豊肥線,11,2,1,1,,748
原水,九州旅客鉄道,豊肥線,11,2,1,1,,2000
朝地,九州旅客鉄道,豊肥線,11,2,1,3,,0
緒方,九州旅客鉄道,豊肥線,11,2,1,3,,0
菅尾,九州旅客鉄道,豊肥線,11,2,1,3,,0
豊後清川,九州旅客鉄道,豊肥線,11,2,1,3,,0
水前寺,九州旅客鉄道,豊肥線,11,2,1,1,,6930
武蔵塚,九州旅客鉄道,豊肥線,11,2,1,1,,4508
平成,九州旅客鉄道,豊肥線,11,2,1,1,,2398
東海学園前,九州旅客鉄道,豊肥線,11,2,1,1,,3496
南熊本,九州旅客鉄道,豊肥線,11,2,1,1,,2148
新水前寺,九州旅客鉄道,豊肥線,11,2,1,1,,9404
竜田口,九州旅客鉄道,豊肥線,11,2,1,1,,1464
三里木,九州旅客鉄道,豊肥線,11,2,1,1,,1158
熊本,九州旅客鉄道,豊肥線,11,2,2,1,,0
光の森,九州旅客鉄道,豊肥線,11,2,1,1,,5410
河原町,熊本市,幹線,21,3,1,1,,521
水道町,熊本市,幹線,21,3,1,1,,3679
慶徳校前,熊本市,幹線,21,3,1,1,,719
熊本城・市役所前,熊本市,幹線,21,3,1,1,,2631
花畑町,熊本市,幹線,21,3,1,1,,2280
辛島町,熊本市,幹線,21,3,1,1,,5874
呉服町,熊本市,幹線,21,3,1,1,,814
通町筋,熊本市,幹線,21,3,1,1,,7073
熊本駅前,熊本市,幹線,21,3,2,1,,0
祗園橋,熊本市,幹線,21,3,1,1,,491
健軍交番前,熊本市,健軍線,21,3,1,1,,663
動植物園入口,熊本市,健軍線,21,3,1,1,,682
八丁馬場,熊本市,健軍線,21,3,1,1,,584
商業高校前,熊本市,健軍線,21,3,1,1,,738
健軍町,熊本市,健軍線,21,3,1,1,,5834
市立体育館前,熊本市,健軍線,21,3,1,1,,1040
健軍校前,熊本市,健軍線,21,3,1,1,,1043
神水交差点,熊本市,健軍線,21,3,1,1,改称,1092
水前寺公園,熊本市,健軍線,21,3,1,1,,1323
県立体育館前,熊本市,上熊本線,21,3,1,1,,209
蔚山町,熊本市,上熊本線,21,3,1,1,,680
新町,熊本市,上熊本線,21,3,1,1,,809
段山町,熊本市,上熊本線,21,3,1,1,,558
上熊本,熊本市,上熊本線,21,3,1,1,改称,2006
西辛島町,熊本市,上熊本線,21,3,1,1,,409
本妙寺入口,熊本市,上熊本線,21,3,1,1,,454
杉塘,熊本市,上熊本線,21,3,1,1,,232
洗馬橋,熊本市,上熊本線,21,3,1,1,,605
辛島町,熊本市,上熊本線,21,3,2,1,,0
水前寺公園,熊本市,水前寺線,21,3,2,1,,0
味噌天神前,熊本市,水前寺線,21,3,1,1,,914
国府,熊本市,水前寺線,21,3,1,1,,854
交通局前,熊本市,水前寺線,21,3,1,1,,1268
新水前寺駅前,熊本市,水前寺線,21,3,1,1,,4826
九品寺交差点,熊本市,水前寺線,21,3,1,1,,1962
水道町,熊本市,水前寺線,21,3,2,1,,0
二本木口,熊本市,田崎線,21,3,1,1,,480
田崎橋,熊本市,田崎線,21,3,1,1,,947
熊本駅前,熊本市,田崎線,21,3,1,1,,7526
上熊本,熊本電気鉄道,菊池線,12,4,1,1,,797
坪井川公園,熊本電気鉄道,菊池線,12,4,1,1,,185
黒石,熊本電気鉄道,菊池線,12,4,1,1,,668
新須屋,熊本電気鉄道,菊池線,12,4,1,1,,627
御代志,熊本電気鉄道,菊池線,12,4,1,1,,724
熊本高専前,熊本電気鉄道,菊池線,12,4,1,1,,506
須屋,熊本電気鉄道,菊池線,12,4,1,1,,439
再春医療センター前,熊本電気鉄道,菊池線,12,4,1,1,改称,124
韓々坂,熊本電気鉄道,菊池線,12,4,1,1,,229
亀井,熊本電気鉄道,菊池線,12,4,1,1,,476
八景水谷,熊本電気鉄道,菊池線,12,4,1,1,,388
打越,熊本電気鉄道,菊池線,12,4,1,1,,85
北熊本,熊本電気鉄道,菊池線,12,4,1,1,,830
三ツ石,熊本電気鉄道,菊池線,12,4,1,1,,342
堀川,熊本電気鉄道,菊池線,12,4,1,1,,583
池田,熊本電気鉄道,菊池線,12,4,1,1,,60
藤崎宮前,熊本電気鉄道,藤崎線,12,4,1,1,,2013
黒髪町,熊本電気鉄道,藤崎線,12,4,1,1,,622
北熊本,熊本電気鉄道,藤崎線,12,4,2,1,,0
御岳山,御岳登山鉄道,ケーブルカー,13,4,1,1,,576
滝本,御岳登山鉄道,ケーブルカー,13,4,1,1,,576
安東,広島高速交通,広島新交通1号線,24,5,1,1,,8037
